"sample_id","subclass_label","Kcnc1","Kcnd1","Kcnd2","Kcnd3","Kcnab1","Kcnip1","Kcnip2","Hcn1","Hcn2","Hcn3","Cacna1g","Scn1a","Scn3a","Scn8a"
"LS-14690_S31_E1-50","L5 IT",0,0,1.34910595362438,4.9624134346861,0,0,0,3.89993722953168,0,0,2.84602551125875,7.80136745526615,3.12725525646675,7.59167352959963
"LS-14690_S34_E1-50","L6 CT",3.34443536341303,0,5.09199235881052,6.94089053579146,0,0,0,3.44116928043374,0,0,0,3.00791746646822,6.79294358455793,6.25495417296491
"LS-14690_S35_E1-50","L6 IT",5.02949196904302,0,0,6.86215479119219,6.55030294547222,0,4.69356554249816,4.41639564863523,2.46544782801537,0,1.70553198824137,3.62146101106888,5.59965483487539,7.20942378109011
"LS-14690_S36_E1-50","L6 CT",0,0,5.78916794141311,5.95818626739185,0,0,6.16579583181009,6.09503003272404,1.90661748399427,0,4.07111207992871,5.87615084898679,6.54072817744322,7.03236493559584
"LS-14690_S38_E1-50","L6 IT",4.8394332185634,0,6.14311835364212,2.20284229666111,8.14006625797708,0,5.5437688679691,0,0,0,4.05456230769283,2.92734029638116,1.48641954483398,6.9626918060583
"LS-14690_S39_E1-50","NP",7.54742748271166,0,8.16317355866596,0,7.40597385950623,9.13622615956244,0,5.8082440500289,0,0,6.45092785809821,5.85253952077262,1.85626529071282,9.03415174393108
"LS-14690_S40_E1-50","L6 IT",1.81662779436919,0,3.76689648510162,5.88310946195105,6.41084341177476,0.880376928612228,1.81662779436919,4.34622595960555,0.880376928612228,0.880376928612228,1.42315451675111,0.880376928612228,6.27645783593262,6.38204306142844
"LS-14690_S41_E1-50","L6 IT",4.52386105986351,0,5.54976984134384,5.95708713540532,7.82756580075451,0,3.85273386341009,1.50270268224276,2.55825505620509,2.02013515808705,5.45243237388437,4.22697577744534,5.43215124172478,7.4172256548454
"LS-14690_S42_E1-50","L6 IT",3.38281636609169,0,5.15301972901352,3.38281636609169,8.67835382966406,0,0,6.69982832490032,0,0,6.25641864084749,3.48761513233587,0.836670019703823,7.86324056616512
"LS-14690_S43_E1-50","L6 IT",4.90029701749799,0,7.25112064156938,5.00914393003007,8.06074738006738,0,7.48268486467729,5.98656852903167,0,0,5.75611292591793,2.29290919246808,6.30393884064389,7.73066346782459
"LS-14690_S44_E1-50","L6 IT",6.10043884232223,0,6.80008197512987,4.95655997317383,7.76896008647252,0,0,5.89721913385745,0,2.00183217619601,3.5257921237182,0,1.7021310402855,6.89420553791158
"LS-14690_S47_E1-50","L6 IT",3.90498312758749,0,4.23753039684891,7.08896572176518,5.198774203321,0,6.50929201851258,3.97790792914695,0,0,4.40555638462465,0,4.23753039684891,8.5280428698565
"LS-14690_S48_E1-50","L6 IT",4.9533362024935,0,6.82566753341504,0,0,0,6.92689647742187,0,0.806974080392302,0,6.72704005491546,0,4.59906071703353,7.15646437645663
"LS-14692_S01_E1-50","L2/3 IT",4.10161223567657,0,7.60241641113657,3.63830724237581,0,0,5.39549205301504,1.59499930381816,1.2309996633953,0.74299605122608,6.86038917607919,7.36955450041967,6.78307629274502,7.98651312728345
