cell_reporter_status,csl__normalized_depth,csl__x,csl__y,csl__z,donor__age,donor__disease_state,donor__id,donor__name,donor__race,donor__sex,donor__species,donor__years_of_seizure_history,ef__adaptation,ef__avg_firing_rate,ef__avg_isi,ef__f_i_curve_slope,ef__fast_trough_v_long_square,ef__peak_t_ramp,ef__ri,ef__tau,ef__threshold_i_long_square,ef__upstroke_downstroke_ratio_long_square,ef__vrest,ephys_inst_thresh_thumb_path,ephys_thumb_path,erwkf__id,line_name,m__biophys,m__biophys_all_active,m__biophys_perisomatic,m__glif,morph_thumb_path,nr__average_contraction,nr__average_parent_daughter_ratio,nr__max_euclidean_distance,nr__number_bifurcations,nr__number_stems,nr__reconstruction_type,nrwkf__id,si__height,si__path,si__width,specimen__hemisphere,Cell_id,specimen__name,structure__acronym,structure__id,structure__layer,structure__name,structure_parent__acronym,structure_parent__id,tag__apical,tag__dendrite_type
positive,,9209.5903489716,1442.68876553949,2931.72391387525,,,589751921,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-321743,,,Mus musculus,,0.000441983081719319,84.5971950424003,11.8207228915663,1.13404968998465,-56.71875,12.91636,103.906057775021,6.28631634185291,360.0,1.63147683789779,-76.4222106933594,/api/v2/well_known_file_download/606112067,/api/v2/well_known_file_download/606112065,659442502,Htr3a-Cre_NO152|Pvalb-T2A-Dre,0,0,0,2,,,,,,,,,,,,right,590932287,Htr3a-Cre_NO152;Pvalb-T2A-Dre;Ai66-321743.02.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.437956297202663,7998.02060085033,1062.11662205537,3000.89888618276,,,475544301,Nr5a1-Cre;Ai14(IVSCC)-186566,,,Mus musculus,,0.210723293466764,16.2720689935725,61.455,0.120848485757564,-50.6250038146973,5.61575875,155.937537550926,16.922560484964,170.0,3.56942967424081,-68.9345703125,/api/v2/well_known_file_download/491378742,/api/v2/well_known_file_download/491378737,491199813,Nr5a1-Cre,0,0,0,5,,,,,,,,,7575.0,/external/mousecelltypes/prod371/specimen_475838754/min_xy_475838754.aff,7576.0,right,475838754,Nr5a1-Cre;Ai14-186566.06.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.130689407133152,7974.72025750282,645.381579838533,8130.93125033398,,,475544281,Htr3a-Cre_NO152;Ai14(IVSCC)-185553,,,Mus musculus,,0.10923807311559,6.54386022314563,152.815,0.201339290008251,-48.3750038146973,8.07135333333333,162.500083446503,9.61811320627642,170.0,3.03260546372831,-68.1852569580078,/api/v2/well_known_file_download/491377310,/api/v2/well_known_file_download/487615630,491216213,Htr3a-Cre_NO152,2,1,1,5,/api/v2/well_known_file_download/487661533,0.826313946694513,0.910082844187028,279.598231352346,16.0,3.0,dendrite-only,491119940.0,3889.0,/external/mousecelltypes/prod368/specimen_475622793/min_xy_475622793.aff,5739.0,left,475622793,Htr3a-Cre_NO152;Ai14-185553.05.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
negative,0.627239938787104,8814.0,1144.26220496156,8194.62777278475,,,480151881,Rorb-IRES2-Cre-D;Ai14-197850,,,Mus musculus,,0.0132638892519785,7.34200914080138,136.2025,0.120472452662854,-45.71875,6.357965,93.75,16.9759258499887,120.000007629395,2.72832856577818,-73.8711395263672,/api/v2/well_known_file_download/491382269,/api/v2/well_known_file_download/485467218,501267053,Rorb-IRES2-Cre,0,0,0,2,,,,,,,,,,,,left,480266505,Rorb-IRES2-Cre-D;Ai14-197850.04.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,truncated,spiny
positive,0.978338688158262,9534.05464544452,2292.29544730753,8836.44457575141,,,520637509,Ctgf-2A-dgCre;Ai14(IVSCC)-248179,,,Mus musculus,,0.0166821998492038,16.6569501124344,60.035,0.246291560102302,-55.5000038146973,3.14026666666667,241.562604904175,23.6371235315391,40.0,5.344802578033,-76.6850128173828,/api/v2/well_known_file_download/523767398,/api/v2/well_known_file_download/523767396,544781975,Ctgf-T2A-dgCre,0,0,0,0,/api/v2/well_known_file_download/543111722,0.812010319063695,0.825801554747725,294.110881966377,20.0,5.0,dendrite-only,543106393.0,9435.0,/external/mousecelltypes/prod795/specimen_522301604/min_xy_522301604.aff,5758.0,left,522301604,Ctgf-2A-dgCre;Ai14(IVSCC)-248179.04.01.01,VISl6b,121,6b,"""Lateral visual area, layer 6b""",VISl,409,intact,spiny
positive,0.609268116870475,9547.44890263525,1737.12357088611,8722.5140249451,,,475544313,Rorb-IRES2-Cre-D;Ai14(IVSCC)-187416,,,Mus musculus,,0.056602865193481,12.2595457281056,81.5690909090909,0.169352798825602,-46.5,3.74163666666667,122.187539935112,17.3801509964646,90.0,2.90088215144632,-66.0431060791016,/api/v2/well_known_file_download/491381778,/api/v2/well_known_file_download/491381774,496606487,Rorb-IRES2-Cre,0,0,0,2,/api/v2/well_known_file_download/720126400,0.885718405224935,0.975939615374856,587.325237557939,55.0,8.0,dendrite-only,720117687.0,9430.0,/external/mousecelltypes/prod408/specimen_479225052/min_xy_479225052.aff,7602.0,left,479225052,Rorb-IRES2-Cre-D;Ai14-187416.03.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
negative,0.665026893014081,8207.72369097788,1264.41627684978,8430.60550733823,,,478728077,Rorb-IRES2-Cre-D;Ai14-196662,,,Mus musculus,,0.0258972299366046,10.6687719710023,93.7315,0.152889160112093,-48.8750038146973,3.532515,94.1405743360519,22.6571939114873,70.0,2.61057430583184,-62.6735153198242,/api/v2/well_known_file_download/491378547,/api/v2/well_known_file_download/491378545,496573484,Rorb-IRES2-Cre,0,0,0,5,,,,,,,,,9451.0,/external/mousecelltypes/prod423/specimen_479492800/min_xy_479492800.aff,7603.0,left,479492800,Rorb-IRES2-Cre-D;Ai14-196662.06.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,,8640.57620175548,923.594307356423,3733.11993070406,,,584630486,Chrna2-Cre_OE25;Ai14(IVSCC)-316054,,,Mus musculus,,,14.6842878120412,68.0999999999998,0.121210407239819,-45.375,3.50096,305.468857288361,32.4065346905823,90.0,3.47574760726764,-72.6741180419922,/api/v2/well_known_file_download/606111563,/api/v2/well_known_file_download/606111558,659441271,Chrna2-Cre_OE25,0,0,0,0,,,,,,,,,,,,right,586073895,Chrna2-Cre_OE25;Ai14(IVSCC)-316054.04.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.462874997084965,8680.55216656606,1049.51097066019,8295.0791008468,,,475849788,Rorb-IRES2-Cre-D;Ai14(IVSCC)-188705,,,Mus musculus,,0.0306227483982486,13.8294194303343,72.3096153846154,0.265686274509804,-51.28125,4.77297,147.187545895576,16.400006631577,70.0,4.29004221241129,-74.2206802368164,/api/v2/well_known_file_download/491376861,/api/v2/well_known_file_download/491376859,491198599,Rorb-IRES2-Cre,0,0,0,5,/api/v2/well_known_file_download/508279128,0.895605923771673,0.794578867582012,488.584759695357,34.0,8.0,dendrite-only,508278935.0,7578.0,/external/mousecelltypes/prod507/specimen_476562817/min_xy_476562817.aff,7582.0,left,476562817,Rorb-IRES2-Cre-D;Ai14-188705.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,,9333.47420318197,1111.39091686336,3038.75227474263,,,575905632,Nr5a1-Cre;Ai14-310437,,,Mus musculus,,0.0180045077226786,18.4654153632256,54.1552941176471,0.271482410954995,-48.1875,2.71724,236.718818545341,25.1453127965634,30.0,3.23394147385287,-68.099739074707,/api/v2/well_known_file_download/587853799,/api/v2/well_known_file_download/587853797,659446168,Nr5a1-Cre,0,0,0,2,,,,,,,,,,,,right,578517537,Nr5a1-Cre;Ai14-310437.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.547338765688274,9116.43708153059,1473.6262972257,8737.6882948406,,,314059203,Pvalb-IRES-Cre;Ai14(IVSCC)-169125,,,Mus musculus,,0.00109337586344415,107.011256372722,9.34481132075472,0.6146874958068,-57.59375,,161.718860268593,8.58748756390299,210.0,1.47833190929935,-73.8887481689453,/api/v2/well_known_file_download/491382649,/api/v2/well_known_file_download/483154471,487096869,Pvalb-IRES-Cre,2,1,1,0,/api/v2/well_known_file_download/487660502,0.886638535171857,1.01129511850525,172.577809538075,12.0,4.0,dendrite-only,491119619.0,9415.0,/external/mousecelltypes/prod155/specimen_318331342/min_xy_318331342.aff,5747.0,left,318331342,Pvalb-IRES-Cre;Ai14-169125.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,NA,aspiny
positive,0.450812051109552,8800.0,1054.45058929316,3235.43244611558,,,488675920,Cux2-CreERT2;Ai14-213723,,,Mus musculus,,0.0329465394914817,18.5937645263785,53.7814705882353,0.271532343423634,-54.9687538146973,4.138015,193.437546491623,20.7416789840924,80.0,3.36966127737441,-80.5246505737305,/api/v2/well_known_file_download/491525442,/api/v2/well_known_file_download/489262283,515380517,Cux2-CreERT2,0,0,0,2,,,,,,,,,,,,right,489259263,Cux2-CreERT2;Ai14-213723.04.02.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.456807179918807,9256.23914161562,1164.5286383796,8295.37140906663,,,490198915,Rbp4-Cre_KL100;Ai14-215299,,,Mus musculus,,0.0232530314783377,11.5401966029858,86.6536363636364,0.14080310880829,-58.46875,4.89116833333333,171.093553304672,17.7660575210196,90.0,3.47131380407153,-77.6002655029297,/api/v2/well_known_file_download/491630567,/api/v2/well_known_file_download/490612967,496602676,Rbp4-Cre_KL100,0,0,0,5,,,,,,,,,,,,left,490601284,Rbp4-Cre_KL100;Ai14-215299.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.598951940119569,7993.72479738935,1309.41398720239,2842.22682733199,,,318293697,Pvalb-IRES-Cre;Ai14(IVSCC)-169129,,,Mus musculus,,0.00448565520884427,77.776206541282,12.8574025974026,1.12142857142857,-54.40625,13.1381566666667,103.281363844872,4.84332547283539,310.0,1.61296669374501,-77.5536880493164,/api/v2/well_known_file_download/491378430,/api/v2/well_known_file_download/487622869,491199806,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,5741.0,/external/mousecelltypes/prod155/specimen_318522838/min_xy_318522838.aff,5734.0,right,318522838,Pvalb-IRES-Cre;Ai14-169129.06.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,0.181547683298209,8686.43184673875,1216.85477925224,2323.77841260748,,,475544429,Pvalb-IRES-Cre;Ai14(IVSCC)-185566,,,Mus musculus,,0.00311867826631323,40.1092204927263,24.9319230769231,0.484112149532711,-56.0,10.9223883333333,65.781369805336,6.50461213788747,260.0,1.51533429776771,-77.5109786987305,/api/v2/well_known_file_download/491384156,/api/v2/well_known_file_download/491384153,491200284,Pvalb-IRES-Cre,0,0,0,0,,,,,,,,,7592.0,/external/mousecelltypes/prod8/specimen_475892238/min_xy_475892238.aff,7601.0,right,475892238,Pvalb-IRES-Cre;Ai14-185566.05.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,,7783.25821504013,1355.02683360019,3367.13542382314,,,528995383,Ctgf-2A-dgCre;Ai14(IVSCC)-258165,,,Mus musculus,,0.0241442635833724,14.6861362873447,68.0914285714286,0.210119047619048,-44.1562538146973,2.61600666666667,139.374956488609,15.8571585787535,50.0,4.74190030413196,-60.515007019043,/api/v2/well_known_file_download/531121934,/api/v2/well_known_file_download/531121932,657726479,Ctgf-T2A-dgCre,0,0,0,0,,,,,,,,,,,,left,530325234,Ctgf-2A-dgCre;Ai14(IVSCC)-258165.05.01.01,VISp6b,305,6b,"""Primary visual area, layer 6b""",VISp,385,intact,spiny
positive,0.639552174026612,8683.16154151641,1584.18108086178,8968.37799072869,,,531017852,Sst-IRES-Cre;Ai14-262058,,,Mus musculus,,0.297705076030148,6.22884787077218,160.543333333333,0.0260582010582011,-55.84375,1.96597,484.374970197678,30.8186460495165,50.0,2.11556774526217,-70.6985549926758,/api/v2/well_known_file_download/538763187,/api/v2/well_known_file_download/538763185,659448964,Sst-IRES-Cre,0,0,0,0,/api/v2/well_known_file_download/662055338,0.842134182197846,0.815043579893147,166.744943722591,24.0,3.0,full,559392084.0,9418.0,/external/mousecelltypes/prod823/specimen_534303031/min_xy_534303031.aff,7595.0,left,534303031,Sst-IRES-Cre;Ai14-262058.06.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,sparsely spiny
positive,,8977.0,947.238529186096,2807.45048655108,,,563340181,Ndnf-IRES2-dgCre;Ai14-292669,,,Mus musculus,,0.0189957559460045,13.1622244159263,75.975,0.169466073414905,-51.0312538146973,4.26198666666667,68.8614919781685,10.7615742966194,90.0,4.5386402927849,-61.5707511901855,/api/v2/well_known_file_download/566722698,/api/v2/well_known_file_download/566722696,659442837,Ndnf-IRES2-dgCre,0,0,0,0,,,,,,,,,,,,right,564692405,Ndnf-IRES2-dgCre;Ai14-292669.04.02.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,NA,aspiny
positive,0.404817396217367,9786.96732633721,2247.04638648558,9428.36774602592,,,322489481,Rorb-IRES2-Cre-D;Ai14(IVSCC)-172651,,,Mus musculus,,0.218579782790309,13.3667502088555,74.8124999999999,0.213550420168067,-47.4375,2.88188333333333,258.437484502792,21.3942258627338,90.0,3.79974222214643,-71.5505981445312,/api/v2/well_known_file_download/491383741,/api/v2/well_known_file_download/491383739,664827023,Rorb-IRES2-Cre,0,0,0,0,,,,,,,,,,,,left,466800233,Rorb-IRES2-Cre-D;Ai14-172651.02.02.01,VISpor4,312782640,4,"""Postrhinal area, layer 4""",VISpor,312782628,intact,spiny
positive,0.0779451325577291,9170.75517633096,1251.06011070636,2226.24752072534,,,525474768,Ndnf-IRES2-dgCre;Ai14-255259,,,Mus musculus,,0.00694249504169671,35.5715511288736,28.1123529411765,0.303639854706105,-53.4375,6.34537333333333,143.90617609024,9.05098837273101,140.0,2.98097344385746,-72.557991027832,/api/v2/well_known_file_download/527582440,/api/v2/well_known_file_download/527582438,562385069,Ndnf-IRES2-dgCre,0,0,0,2,/api/v2/well_known_file_download/564691247,0.864968333609072,0.855538127896067,110.866326816441,18.0,4.0,full,560631773.0,7593.0,/external/mousecelltypes/prod806/specimen_526531616/min_xy_526531616.aff,7607.0,right,526531616,Ndnf-IRES2-dgCre;Ai14-255259.03.02.01,VISp1,593,1,"""Primary visual area, layer 1""",VISp,385,NA,aspiny
positive,0.929995768419671,8347.52575106291,1424.93446456524,3206.93528814287,,,469953249,Ntsr1-Cre;Ai14(GSL)-181184,,,Mus musculus,,0.0214200304135032,14.1138280230055,70.8525,0.192025071448655,-48.34375,8.06080666666667,115.468673408031,13.6680116419205,209.999984741211,2.80983249760513,-75.919319152832,/api/v2/well_known_file_download/491377563,/api/v2/well_known_file_download/487616952,491202180,Ntsr1-Cre_GN220,1,0,1,0,/api/v2/well_known_file_download/487660378,0.838192451730583,0.734052460956693,851.288125392502,30.0,7.0,dendrite-only,491392870.0,7597.0,/external/mousecelltypes/prod324/specimen_471786879/min_xy_471786879.aff,7581.0,right,471786879,Ntsr1-Cre;Ai14-181184.05.02.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,intact,spiny
positive,,9411.14864469038,1341.4496259891,7663.19533866498,,,581535058,Chrna2-Cre_OE25;Ai14(IVSCC)-312987,,,Mus musculus,,0.00527158790213878,52.0887592457548,19.198,0.719768224484055,-56.2812538146973,2.36282666666667,129.999995231628,4.90747987700383,30.0,2.91040614328107,-76.5621643066406,/api/v2/well_known_file_download/606110958,/api/v2/well_known_file_download/606110956,646542156,Chrna2-Cre_OE25,0,0,0,0,,,,,,,,,,,,left,583645193,Chrna2-Cre_OE25;Ai14(IVSCC)-312987.03.01.01,VISp6a,33,6a,"""Primary visual area, layer 6a""",VISp,385,NA,aspiny
positive,0.455007800183141,7940.0,1017.19505644508,3133.91316613295,,,475196478,Nr5a1-Cre;Ai14(IVSCC)-184650,,,Mus musculus,,0.0200246041488773,12.8828248521403,77.6227272727273,0.275,-40.90625,4.52128333333333,182.968750596046,21.9868656339338,90.0,2.93029720710992,-76.0704803466797,/api/v2/well_known_file_download/491376058,/api/v2/well_known_file_download/483153890,489256949,Nr5a1-Cre,1,0,1,0,/api/v2/well_known_file_download/487661911,0.897585643771095,0.710496521168575,423.262399214719,37.0,5.0,dendrite-only,491392947.0,7589.0,/external/mousecelltypes/prod362/specimen_475459689/min_xy_475459689.aff,5763.0,left,475459689,Nr5a1-Cre;Ai14-184650.06.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
positive,0.51319624543025,8300.9250643679,1170.86587611378,3052.30600086918,,,479695203,Rorb-IRES2-Cre-D;Ai14-197353,,,Mus musculus,,0.158751623492605,12.2627164369451,81.548,0.110212429058771,-48.4687538146973,3.66297,157.500043511391,21.9469476708997,110.0,4.01534790923713,-74.5154037475586,/api/v2/well_known_file_download/491382455,/api/v2/well_known_file_download/491382453,487096601,Rorb-IRES2-Cre,2,1,1,5,/api/v2/well_known_file_download/496080031,0.903053149057192,0.949597484940132,543.490418862532,38.0,9.0,dendrite-only,496079589.0,7584.0,/external/mousecelltypes/prod454/specimen_480169178/min_xy_480169178.aff,7577.0,right,480169178,Rorb-IRES2-Cre-D;Ai14-197353.06.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.410432695777423,9419.26203280867,3105.75619143696,1265.63130029005,,,503871535,Cux2-CreERT2;Ai14-234039,,,Mus musculus,,0.013648222891695,11.8862378976487,84.1309090909091,0.127651515151515,-49.6875,4.27401333333333,153.124794363976,18.562108919119,90.0,3.64700237105724,-73.5985412597656,/api/v2/well_known_file_download/512202977,/api/v2/well_known_file_download/512202975,567445786,Cux2-CreERT2,0,0,0,5,,,,,,,,,,,,right,505200218,Cux2-CreERT2;Ai14-234039.03.02.01,VISpor5,312782644,5,"""Postrhinal area, layer 5""",VISpor,312782628,intact,spiny
positive,0.137858823584519,9190.84394155472,1315.16520995676,9086.79939059962,,,520635764,Cux2-CreERT2;Ai14-247683,,,Mus musculus,,0.027312414479065,9.79695804452717,102.0725,0.117499999826604,-46.8437538146973,7.6429,76.4062851667404,12.7815539148883,210.0,3.94039962765266,-79.4310836791992,/api/v2/well_known_file_download/522106606,/api/v2/well_known_file_download/522106603,544781930,Cux2-CreERT2,0,0,0,2,/api/v2/well_known_file_download/543151075,0.885825113585239,0.820955336074931,247.119604336463,48.0,7.0,dendrite-only,543103586.0,5750.0,/external/mousecelltypes/prod786/specimen_521409057/min_xy_521409057.aff,5749.0,left,521409057,Cux2-CreERT2;Ai14-247683.03.01.01,VISp2/3,821,2/3,"""Primary visual area, layer 2/3""",VISp,385,intact,spiny
positive,0.658820355714992,7974.72025750282,1135.39512275403,8004.12260485316,,,469953330,Pvalb-IRES-Cre;Ai14(IVSCC)-180633,,,Mus musculus,,0.00254494411824682,120.469026074851,8.30088888888889,1.36487042435671,-65.15625,12.5780283333333,105.156250298023,7.76872792076907,370.0,1.15719534015501,-74.0991973876953,/api/v2/well_known_file_download/491380724,/api/v2/well_known_file_download/487627564,491200330,Pvalb-IRES-Cre,2,1,1,0,/api/v2/well_known_file_download/487660419,0.921863502681608,0.908839230817649,273.842989021812,13.0,6.0,full,491119236.0,9445.0,/external/mousecelltypes/prod324/specimen_471077857/min_xy_471077857.aff,9438.0,left,471077857,Pvalb-IRES-Cre;Ai14-180633.05.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,8464.02746780043,858.019649220185,2627.65583563455,,,575921777,Oxtr-T2A-Cre;Ai14-309025,,,Mus musculus,,-0.00999203353683501,17.1538355976396,58.296,0.216873449131514,-53.90625,3.66159,192.343860864639,8.62894916234609,70.0,3.18164775232919,-78.8708724975586,/api/v2/well_known_file_download/587866924,/api/v2/well_known_file_download/587866921,659446332,Oxtr-T2A-Cre,0,0,0,5,,,,,,,,,,,,right,578929342,Oxtr-T2A-Cre;Ai14-309025.06.02.01,VISp1,593,1,"""Primary visual area, layer 1""",VISp,385,NA,aspiny
positive,0.52796867814848,8813.37443854339,991.569067461208,3716.9397458881,,,562296696,Tlx3-Cre_PL56;Ai14-290592,,,Mus musculus,,0.0373944470303088,11.5689615279443,86.4381818181818,0.176893939249442,-43.46875,3.42161,167.812615633011,22.2761791710718,70.0,3.99508215272469,-63.9566841125488,/api/v2/well_known_file_download/564727245,/api/v2/well_known_file_download/564727243,659448976,Tlx3-Cre_PL56,0,0,0,0,,,,,,,,,,,,right,563175057,Tlx3-Cre_PL56;Ai14-290592.06.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.702940514528375,9195.59339059503,1711.16325766913,8750.22421247658,,,522645855,Vip-IRES-Cre;Ai14(IVSCC)-249983,,,Mus musculus,,0.0496941836971614,22.7258640993327,44.0027272727273,0.311997012804524,-56.875,3.90035333333333,231.562420725822,21.6701466050767,59.9999961853027,2.99417042736983,-71.2807159423828,/api/v2/well_known_file_download/525642104,/api/v2/well_known_file_download/525642101,567444899,Vip-IRES-Cre,0,0,0,2,,,,,,,,,,,,left,523478821,Vip-IRES-Cre;Ai14(IVSCC)-249983.04.01.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,NA,aspiny
positive,,9233.58695249827,1707.47026964001,2501.13078731172,,,554221069,Chrna2-Cre_OE25;Ai14(BT)-281475,,,Mus musculus,,0.023933766746463,8.99563711599874,111.165,0.0859304090773218,-49.0000038146973,5.70508,105.000108480453,19.3961975130296,130.0,4.69022121584837,-72.0309982299805,/api/v2/well_known_file_download/557424008,/api/v2/well_known_file_download/557424006,592965877,Chrna2-Cre_OE25,0,0,0,2,,,,,,,,,,,,right,556363725,Chrna2-Cre_OE25;Ai14(BT)-281475.03.02.01,VISp5,778,5,"""Primary visual area, layer 5""",VISp,385,intact,spiny
positive,0.416074463683201,9000.00000000001,1099.21319991064,8207.52664713069,,,485673599,Cux2-CreERT2;Ai14-205216,,,Mus musculus,,0.0457753237209597,8.265926669422,120.978571428571,0.188541684084468,-49.0,3.14919666666667,184.062585234642,19.3543002006501,110.0,4.09060406197286,-79.0354080200195,/api/v2/well_known_file_download/491383824,/api/v2/well_known_file_download/486108058,496603857,Cux2-CreERT2,0,0,0,0,,,,,,,,,,,,left,486106720,Cux2-CreERT2;Ai14-205216.03.01.01,VISp4,721,4,"""Primary visual area, layer 4""",VISp,385,intact,spiny
